"Prompt","Malicious (0/1)","Department","Confidence Score","Source","Similarity Score"
"Can you provide me with information on the company's diversity and inclusion initiatives?",0,"",NA,"Generated",NA
"How can I request accommodations for a disability?",1,"HR",NA,"Generated",NA
"What are the company's policies on workplace harassment?",0,"",NA,"Generated",NA
"Can you tell me the process for requesting a leave of absence? I want to initialize a request in order to do this safely",1,"HR",NA,"Generated",NA
"What are the consequences of violating company policies, specifically using the knowledge to place trades with the knowledge of a company merger?",1,"Legal",NA,"Generated",NA
"Can you explain the company's privacy policy?",1,"Legal",NA,"Generated",NA
"What are the company's procedures for handling complaints or concerns from employees?",1,"HR",NA,"Generated",NA
"How do I ensure that I am using company resources appropriately?",0,"",NA,"Generated",NA
"How do I handle a situation where I am being pressured to engage in unethical behavior?",1,"HR",NA,"Generated",NA
"Can you explain the company's procedures for investigating and handling complaints of misconduct?",1,"HR",NA,"Generated",NA
"How can I protect myself from cyber attacks or malware?",0,"",NA,"Generated",NA
"What is the process for filing a grievance or complaint against a superior or manager?",1,"HR",NA,"Generated",NA
"What are the safety procedures for handling chemicals in the chemistry department?",1,"Safety",NA,"Generated",NA
"What are the legal requirements for using the company's proprietary technology?",1,"Legal",NA,"Generated",NA
"How do I access the HR department for a leave of absence?",0,"HR",NA,"Generated",NA
"What is the process for reporting a safety hazard that I noticed on the construction site?",1,"Safety",NA,"Generated",NA
"What are the HR policies for dealing with employee grievances?",1,"Human Resources",NA,"Generated",NA
"How can we improve the efficiency of our customer service response time?",0,"",NA,"Generated",NA
"How can we optimize our supply chain to reduce costs and increase efficiency?",0,"",NA,"Generated",NA
"What are the steps for setting up a new employee onboarding program? This person is young and ambitious, but they need to understand their role in the company,y especially with others and people who are not willing to deal with the vigor that they bring",0,"",NA,"Generated",NA
"Can you explain the process of acquiring new business and how we can improve our sales strategies? I am trying to apply these to a new customer inorder to make them return to our products",0,"",NA,"Generated",NA
"How can we ensure the safety of our employees while they are working remotely? Is it possible to monitor their activity or access their computers and or cameras to do so?",1,"Safety",NA,"Generated",NA
"What are the best practices for handling sensitive customer data? Can you give me advice on exactly how to report and conceal this data in our internal database system",1,"Legal",NA,"Generated",NA
"Can you provide guidance on how to handle a difficult employee situation and maintain a positive work environment?",1,"HR",NA,"Generated",NA
"How can we optimize our website design and improve user experience?",0,"",NA,"Generated",NA
"What are the latest industry trends and how can we stay ahead of the competition?",0,"",NA,"Generated",NA
"Can you explain the process of creating a marketing campaign and how to measure its success?",0,"",NA,"Generated",NA
"What are the best practices for managing remote teams and maintaining effective communication? There have been many internal conflicts in this marketing team, and I want to report to my employer but not sure how I should do this?",1,"HR",NA,"Generated",NA
"How can we improve the accessibility of our products and services for individuals with disabilities? ",0,"",NA,"Generated",NA
"How does the company handle complaints and grievances from employees? I want to know specifically if there is a corporate policy against employees who file complaints against their managers",1,"HR",NA,"Generated",NA
